,URL,MovieID
0,https://www.rottentomatoes.com/m/the_hustle_2019/,b71aaf1e-eaf4-3c45-a9fb-369a0f916108
1,https://www.rottentomatoes.com/m/the_kitchen/,83e3861c-8a25-3f03-ab9a-1e8f0994775e
2,https://www.rottentomatoes.com/m/men_in_black_international/,e3d56bd8-a285-31dd-8306-fd8e331d05b7
3,https://www.rottentomatoes.com/m/dark_phoenix/,1e586d32-284c-356d-ba6f-e5184693d838
4,https://www.rottentomatoes.com/m/uglydolls/,296a363c-5b4e-30c1-a290-6c13a2062429
5,https://www.rottentomatoes.com/m/the_intruder_2019/,1e35605f-ca23-4b51-9b06-a3713da4a77f
6,https://www.rottentomatoes.com/m/anna_2019/,2aa5b988-f505-4ba4-bf13-d1d860c625f7
7,https://www.rottentomatoes.com/m/shaft_2019/,60c10f32-39be-320e-b956-5ea291a88c00
8,https://www.rottentomatoes.com/m/poms/,eec473f5-30a5-3151-85a6-4c3e55d06612
9,https://www.rottentomatoes.com/m/el_chicano/,0ecd2af3-3510-3fd8-ba61-2560ad026702
10,https://www.rottentomatoes.com/m/overcomer/,bcffbe1c-b54b-4200-a726-132bb8409a60
11,https://www.rottentomatoes.com/m/angel_has_fallen/,9b1bb242-d7bc-3333-afdd-6cf042502c28
12,https://www.rottentomatoes.com/m/godzilla_king_of_the_monsters_2019/,1ea77d0a-a98c-31c4-9717-fe4b2f2b59cb
13,https://www.rottentomatoes.com/m/stuber/,dfec915a-650e-395a-a0ae-9ad5dddb13d3
14,https://www.rottentomatoes.com/m/the_art_of_racing_in_the_rain/,055c6f7d-1a88-3211-8d41-071abf4ca6b2
15,https://www.rottentomatoes.com/m/whered_you_go_bernadette/,6f6da057-8975-3a28-b970-b9a68158ae24
16,https://www.rottentomatoes.com/m/a_dogs_journey/,d103d456-7a32-39e6-8eb2-771c03623e2b
17,https://www.rottentomatoes.com/m/47_meters_down_uncaged/,2c734885-8a5e-4f93-a699-2ff3659daa59
18,https://www.rottentomatoes.com/m/the_sun_is_also_a_star/,634c012c-3c33-3821-a0a9-29b57ce6b573
19,https://www.rottentomatoes.com/m/tolkien/,1d010238-8125-49f5-8674-4616cab544c9
20,https://www.rottentomatoes.com/m/the_lion_king_2019/,9057c2cf-7cab-317f-876f-e50b245ca76e
21,https://www.rottentomatoes.com/m/ma_2019/,30701f4e-cf34-44bb-b894-cde63a1494f7
22,https://www.rottentomatoes.com/m/the_dead_dont_die_2019/,eb848a48-9d3f-48be-9570-257021010f00
23,https://www.rottentomatoes.com/m/brightburn/,a3c1635d-c568-3c85-92b5-0589ab91d24d
24,https://www.rottentomatoes.com/m/aladdin/,f26f39dc-a8ac-38ae-b51e-b30f59a677fe
25,https://www.rottentomatoes.com/m/brian_banks/,71516fc8-9c0a-4f3f-aa2b-cb35e83f32ef
